Item_Name,ABC_Class,Category,Price_Tier,Segment,Base_Price_₹,Time_Slot,Day_Type,Weather_State,Signal_Footfall,Signal_Weather,Signal_SlotDay,Demand_Verdict,Recommended_Price_₹,Price_Change_%,Direction,Review_Flag,Elasticity_Coefficient,Rain_Boost_Flag
Mushroom Parma Bruschetta,A,Share-A-Plate,Mid-range,Premium Lock,285,Dinner,Weekday,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,285,0.0,HOLD,OK,0.0,False
Mushroom Parma Bruschetta,A,Share-A-Plate,Mid-range,Premium Lock,285,Dinner,Weekday,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,285,0.0,HOLD,OK,0.0,False
Mushroom Parma Bruschetta,A,Share-A-Plate,Mid-range,Premium Lock,285,Dinner,Weekday,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,285,0.0,HOLD,OK,0.0,False
Mushroom Parma Bruschetta,A,Share-A-Plate,Mid-range,Premium Lock,285,Dinner,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,285,0.0,HOLD,OK,0.0,False
Mushroom Parma Bruschetta,A,Share-A-Plate,Mid-range,Premium Lock,285,Dinner,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,285,0.0,HOLD,OK,0.0,False
Mushroom Parma Bruschetta,A,Share-A-Plate,Mid-range,Premium Lock,285,Dinner,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,285,0.0,HOLD,OK,0.0,False
Mushroom Parma Bruschetta,A,Share-A-Plate,Mid-range,Premium Lock,285,Dinner,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,285,0.0,HOLD,OK,0.0,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Morning,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Morning,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Morning,Weekday,Heavy Rain,NORMAL,LOW,LOW,LOW,270,-3.57,DECREASE,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Morning,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Morning,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Morning,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Morning,Weekend,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Morning,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Afternoon,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Afternoon,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Afternoon,Weekday,Heavy Rain,NORMAL,LOW,LOW,LOW,270,-3.57,DECREASE,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Afternoon,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Afternoon,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Afternoon,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Afternoon,Weekend,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Afternoon,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Evening,Weekday,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Evening,Weekday,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Evening,Weekday,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Evening,Weekday,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Evening,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Evening,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Evening,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Evening,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,290,3.57,INCREASE,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Dinner,Weekday,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Dinner,Weekday,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Dinner,Weekday,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Dinner,Weekday,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,290,3.57,INCREASE,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Dinner,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Dinner,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Dinner,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,280,0.0,HOLD,OK,1.1111,False
Triple Chocolate Mousse,A,Dessert,Mid-range,Premium Lock,280,Dinner,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,290,3.57,INCREASE,OK,1.1111,False
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Morning,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Morning,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Morning,Weekday,Heavy Rain,NORMAL,HIGH,LOW,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Morning,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Morning,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Morning,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Morning,Weekend,Heavy Rain,NORMAL,HIGH,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Morning,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Afternoon,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Afternoon,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Afternoon,Weekday,Heavy Rain,NORMAL,HIGH,LOW,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Afternoon,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Afternoon,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Afternoon,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Afternoon,Weekend,Heavy Rain,NORMAL,HIGH,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Afternoon,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Evening,Weekday,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Evening,Weekday,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Evening,Weekday,Heavy Rain,NORMAL,HIGH,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Evening,Weekday,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Evening,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Evening,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Evening,Weekend,Heavy Rain,NORMAL,HIGH,HIGH,HIGH,265,3.92,INCREASE,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Evening,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,265,3.92,INCREASE,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Dinner,Weekday,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Dinner,Weekday,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Dinner,Weekday,Heavy Rain,NORMAL,HIGH,HIGH,HIGH,265,3.92,INCREASE,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Dinner,Weekday,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,265,3.92,INCREASE,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Dinner,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Dinner,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Dinner,Weekend,Heavy Rain,NORMAL,HIGH,HIGH,HIGH,265,3.92,INCREASE,OK,0.9524,True
Chimichanga,A,Blended Full Meals,Mid-range,Premium Lock,255,Dinner,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,265,3.92,INCREASE,OK,0.9524,True
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Morning,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Morning,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Morning,Weekday,Heavy Rain,NORMAL,LOW,LOW,LOW,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Morning,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Morning,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Morning,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Morning,Weekend,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Morning,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Afternoon,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Afternoon,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Afternoon,Weekday,Heavy Rain,NORMAL,LOW,LOW,LOW,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Afternoon,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Afternoon,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Afternoon,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Afternoon,Weekend,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Afternoon,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Evening,Weekday,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Evening,Weekday,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Evening,Weekday,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Evening,Weekday,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Evening,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Evening,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Evening,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Evening,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Dinner,Weekday,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Dinner,Weekday,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Dinner,Weekday,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Dinner,Weekday,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Dinner,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Dinner,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Dinner,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,255,0.0,HOLD,OK,0.0,False
Spicy Cheesy Broccoli Dumplings,A,Steam Basket,Mid-range,Premium Lock,255,Dinner,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,255,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Morning,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Morning,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Morning,Weekday,Heavy Rain,NORMAL,LOW,LOW,LOW,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Morning,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Morning,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Morning,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Morning,Weekend,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Morning,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Afternoon,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Afternoon,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Afternoon,Weekday,Heavy Rain,NORMAL,LOW,LOW,LOW,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Afternoon,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Afternoon,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Afternoon,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Afternoon,Weekend,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Afternoon,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Evening,Weekday,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Evening,Weekday,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Evening,Weekday,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Evening,Weekday,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Evening,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Evening,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Evening,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Evening,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Dinner,Weekday,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Dinner,Weekday,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Dinner,Weekday,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Dinner,Weekday,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Dinner,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Dinner,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Dinner,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,250,0.0,HOLD,OK,0.0,False
Cubanos,A,Sandwiches Burgers Wraps,Mid-range,Premium Lock,250,Dinner,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,250,0.0,HOLD,OK,0.0,False
Honey Chili Lotus Stem,A,Share-A-Plate,Mid-range,Premium Lock,220,Morning,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,220,0.0,HOLD,OK,1.1111,True
Honey Chili Lotus Stem,A,Share-A-Plate,Mid-range,Premium Lock,220,Morning,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,220,0.0,HOLD,OK,1.1111,True
Honey Chili Lotus Stem,A,Share-A-Plate,Mid-range,Premium Lock,220,Morning,Weekday,Heavy Rain,NORMAL,HIGH,LOW,NORMAL,220,0.0,HOLD,OK,1.1111,True
Honey Chili Lotus Stem,A,Share-A-Plate,Mid-range,Premium Lock,220,Morning,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,220,0.0,HOLD,OK,1.1111,True
Honey Chili Lotus Stem,A,Share-A-Plate,Mid-range,Premium Lock,220,Morning,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,220,0.0,HOLD,OK,1.1111,True
Honey Chili Lotus Stem,A,Share-A-Plate,Mid-range,Premium Lock,220,Morning,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,220,0.0,HOLD,OK,1.1111,True
